ConceptID,ConceptLabel,Dependencies,TaxonomyID
216,Snowflake REST Catalog Integration,145|214,INTEROP
217,Snowflake Glue Catalog Integration,140|214,INTEROP
218,Snowflake Managed Iceberg,214|212,INTEROP
219,Databricks Managed Iceberg,2|213,INTEROP
220,Databricks UniForm,219|7|34,INTEROP
221,AWS Glue Iceberg REST,140|145,INTEROP
222,SageMaker Lakehouse,221|171,INTEROP
223,AWS S3 Tables,2|221|4,INTEROP
224,BigQuery Iceberg Tables,2|225,INTEROP
225,BigLake Metastore,145|125,INTEROP
226,Lock-In Above The Seam,207|171|211,INTEROP
227,Vendor-Neutral Lakehouse,205|208|146,INTEROP
