ConceptID,ConceptLabel,Dependencies,TaxonomyID
160,Snowflake Dialect (SQLGlot),158|21|110,XLAT
161,Spark / Databricks Dialect (SQLGlot),158|17,XLAT
162,Trino / Presto Dialect (SQLGlot),158|18,XLAT
163,TYPE_MAPPING Dict,158|43|9,XLAT
164,TIME_MAPPING Dict,158|117,XLAT
165,Generator TRANSFORMS Dict,155|158,XLAT
166,NORMALIZATION_STRATEGY,158|135,XLAT
167,NormalizationStrategy Enum (UPPER/LOWER/CASE_*),166|141,XLAT
168,normalize_identifiers Rule,166|167,XLAT
169,transforms Module,165,XLAT
170,eliminate_qualify Transform,169|76|74,XLAT
171,explode_projection_to_unnest Transform,169|40,XLAT
172,unnest_to_explode Transform,169|40,XLAT
173,remove_precision_parameterized_types Transform,169|116,XLAT
174,SQLGlot Optimizer,153,XLAT
175,optimizer.qualify Rule,174|168|63,XLAT
176,annotate_types Rule,174|43|163,XLAT
177,ErrorLevel / unsupported(),155|150,XLAT
178,Unsupported Feature Fallback,177|179,XLAT
179,Best-Effort Transpilation Limitation,150|154,XLAT
180,Migration Translation Path,154|157|163|165,XLAT
181,Snowflake-to-Databricks Path,180|160|161|117|40,XLAT
182,Snowflake-to-Trino Path,180|160|162|170|59,XLAT
183,Databricks-to-Trino Path,180|161|162|172|59,XLAT
184,Case-Folding Translation Step,180|168|143,XLAT
185,Timestamp Translation Step,180|117|164,XLAT
186,Semi-Structured Translation Step,180|25|31|40,XLAT
187,QUALIFY Translation Step,180|75|170,XLAT
188,Unsupported-Feature Fallback Path,180|178|146|148,XLAT
189,Manual Review Checklist,184|185|186|187|59|188,XLAT
